pid,id
ldpd:147229,3548030103
ldpd:147225,3318010122
ldpd:147227,3511020301
ldpd:147223,3405081001
ldpd:147241,3408021102
ldpd:147239,3304030402
ldpd:147237,3305010106
ldpd:147235,3532060101
ldpd:147233,3439021401
ldpd:147231,3413052101
ldpd:147207,3434070111
ldpd:147209,3524030104
ldpd:147203,3527020101
ldpd:147657,3407040109
ldpd:147205,3422020101
ldpd:147219,3435020301
ldpd:147217,3305060106
ldpd:147211,3511050204
ldpd:147215,3319060201
ldpd:147213,3509050502
ldpd:147265,3517050704
ldpd:147737,3434060601
ldpd:147285,3327010201
ldpd:147277,3305050501
ldpd:147251,3411031101
ldpd:147243,3513050104
ldpd:147247,3438030101
ldpd:147249,3414010702
ldpd:147263,3311070502
ldpd:147261,3318010121
ldpd:147255,3435021301
ldpd:147253,3551010107
ldpd:147259,3327010101
ldpd:147257,3407030301
ldpd:147647,3533010301
ldpd:147641,3532060103
ldpd:147643,3515010701
ldpd:147645,3421020101
ldpd:147659,3552040501
ldpd:147655,3421061101
ldpd:147697,3346040201
ldpd:147699,3421060701
ldpd:147669,3525020101
ldpd:147695,3509050303
ldpd:147665,3414010601
ldpd:147661,3305010116
ldpd:147767,3432021401
ldpd:147619,3515010401
ldpd:147685,3356010104
ldpd:147683,3419030107
ldpd:147675,3351041201
ldpd:147673,3550030201
ldpd:147691,3421061801
ldpd:147605,3418050301
ldpd:147607,3412010105
ldpd:147609,3405070701
ldpd:147705,3426030501
ldpd:147621,3514010301
ldpd:147623,3432021101
ldpd:147625,3523050401
ldpd:147631,3415040106
ldpd:147637,3550020103
ldpd:147635,3419030104
ldpd:147733,3302020122
